Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201
SRR908430_1	(0.0, 4.1682768239138674)	(1.0, 0.942926508201016)	(2.0, 0.328034515015965)	(3.0, 0.18617179299277353)	(4.0, 0.11588526253582544)	(5.0, 0.08106441258468061)	(6.0, 0.056837207459941086)	(7.0, 0.04559873207888281)	(8.0, 0.03730805351908571)	(9.0, 0.028925256308624483)	(10.0, 0.02395084917274644)	(11.0, 0.019989747194176885)	(12.0, 0.013172967045010581)	(13.0, 0.012896611093017351)	(14.0, 0.013080848394346171)	(15.0, 0.023674493220753212)	(16.0, 0.13044000934080133)	(17.0, 0.2701840023987246)	(18.0, 0.3418523126156232)	(19.0, 0.3873589260438312)	(20.0, 0.39592596055561935)	(21.0, 0.4110334192645791)	(22.0, 0.4061511307793665)	(23.0, 0.41895562322171653)	(24.0, 0.4416168112851561)	(25.0, 0.4831623227347954)	(26.0, 0.5139299520567011)	(27.0, 0.5559360567596624)	(28.0, 0.6395797915629774)	(29.0, 0.7549123421948706)	(30.0, 0.9045130308739397)	(31.0, 1.1036735536104836)	(32.0, 1.394584252408463)	(33.0, 1.7568869054712561)	(34.0, 2.2155456671289344)	(35.0, 2.715749940237456)	(36.0, 3.258605148603809)	(37.0, 3.840979258105265)	(38.0, 4.381623618855668)	(39.0, 4.8503233134352755)	(40.0, 5.182687405031257)	(41.0, 5.306494871523772)	(42.0, 5.32114173697936)	(43.0, 5.235379273211107)	(44.0, 5.016321121931938)	(45.0, 4.74392627191827)	(46.0, 4.419392265628145)	(47.0, 4.012043592389385)	(48.0, 3.6049712751026184)	(49.0, 3.262474131931721)	(50.0, 2.8418603729972616)	(51.0, 2.3832016113383325)	(52.0, 1.950796665119662)	(53.0, 1.6343691000877032)	(54.0, 1.3214420437809884)	(55.0, 1.06820787310467)	(56.0, 0.8743902321066641)	(57.0, 0.7129983561425451)	(58.0, 0.5461714797892372)	(59.0, 0.43480003113599136)	(60.0, 0.34820849951146604)	(61.0, 0.26502535796151705)	(62.0, 0.2108595913708381)	(63.0, 0.15899679104676964)	(64.0, 0.11763551689844912)	(65.0, 0.08760483678185331)	(66.0, 0.06779932688900614)	(67.0, 0.051310088420076366)	(68.0, 0.03712381621775689)	(69.0, 0.03067551067124824)	(70.0, 0.022384832111451498)	(71.0, 0.013909916250325862)	(72.0, 0.010685763477071506)	(73.0, 0.008474915861125667)	(74.0, 0.0064483055465086635)	(75.0, 0.005158644437206935)	(76.0, 0.0030399154719255154)	(77.0, 0.0025793222186034667)	(78.0, 0.0019344916639526)	(79.0, 0.0014738984106305523)	(80.0, 0.0011054238079729146)	(81.0, 0.0010133051573085051)	(82.0, 0.0004605932533220477)	(83.0, 0.0004605932533220477)	(84.0, 0.0001842373013288191)	(85.0, 0.0001842373013288191)	(86.0, 0.0001842373013288191)	(87.0, 0.0001842373013288191)	(88.0, 0.0001842373013288191)	(89.0, 9.211865066440955e-05)	(90.0, 9.211865066440955e-05)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.00013817797599661433)	(0.0, 4.1682768239138674)	(1.0, 0.942926508201016)	(2.0, 0.328034515015965)	(3.0, 0.18617179299277353)	(4.0, 0.11588526253582544)	(5.0, 0.08106441258468061)	(6.0, 0.056837207459941086)	(7.0, 0.04559873207888281)	(8.0, 0.03730805351908571)	(9.0, 0.028925256308624483)	(10.0, 0.02395084917274644)	(11.0, 0.019989747194176885)	(12.0, 0.013172967045010581)	(13.0, 0.012896611093017351)	(14.0, 0.013080848394346171)	(15.0, 0.023674493220753212)	(16.0, 0.13044000934080133)	(17.0, 0.2701840023987246)	(18.0, 0.3418523126156232)	(19.0, 0.3873589260438312)	(20.0, 0.39592596055561935)	(21.0, 0.4110334192645791)	(22.0, 0.4061511307793665)	(23.0, 0.41895562322171653)	(24.0, 0.4416168112851561)	(25.0, 0.4831623227347954)	(26.0, 0.5139299520567011)	(27.0, 0.5559360567596624)	(28.0, 0.6395797915629774)	(29.0, 0.7549123421948706)	(30.0, 0.9045130308739397)	(31.0, 1.1036735536104836)	(32.0, 1.394584252408463)	(33.0, 1.7568869054712561)	(34.0, 2.2155456671289344)	(35.0, 2.715749940237456)	(36.0, 3.258605148603809)	(37.0, 3.840979258105265)	(38.0, 4.381623618855668)	(39.0, 4.8503233134352755)	(40.0, 5.182687405031257)	(41.0, 5.306494871523772)	(42.0, 5.32114173697936)	(43.0, 5.235379273211107)	(44.0, 5.016321121931938)	(45.0, 4.74392627191827)	(46.0, 4.419392265628145)	(47.0, 4.012043592389385)	(48.0, 3.6049712751026184)	(49.0, 3.262474131931721)	(50.0, 2.8418603729972616)	(51.0, 2.3832016113383325)	(52.0, 1.950796665119662)	(53.0, 1.6343691000877032)	(54.0, 1.3214420437809884)	(55.0, 1.06820787310467)	(56.0, 0.8743902321066641)	(57.0, 0.7129983561425451)	(58.0, 0.5461714797892372)	(59.0, 0.43480003113599136)	(60.0, 0.34820849951146604)	(61.0, 0.26502535796151705)	(62.0, 0.2108595913708381)	(63.0, 0.15899679104676964)	(64.0, 0.11763551689844912)	(65.0, 0.08760483678185331)	(66.0, 0.06779932688900614)	(67.0, 0.051310088420076366)	(68.0, 0.03712381621775689)	(69.0, 0.03067551067124824)	(70.0, 0.022384832111451498)	(71.0, 0.013909916250325862)	(72.0, 0.010685763477071506)	(73.0, 0.008474915861125667)	(74.0, 0.0064483055465086635)	(75.0, 0.005158644437206935)	(76.0, 0.0030399154719255154)	(77.0, 0.0025793222186034667)	(78.0, 0.0019344916639526)	(79.0, 0.0014738984106305523)	(80.0, 0.0011054238079729146)	(81.0, 0.0010133051573085051)	(82.0, 0.0004605932533220477)	(83.0, 0.0004605932533220477)	(84.0, 0.0001842373013288191)	(85.0, 0.0001842373013288191)	(86.0, 0.0001842373013288191)	(87.0, 0.0001842373013288191)	(88.0, 0.0001842373013288191)	(89.0, 9.211865066440955e-05)	(90.0, 9.211865066440955e-05)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.00013817797599661433)
SRR908430_1_paired	(0.0, 9.788732940747463)	(1.0, 5.363788479492754)	(2.0, 0.7849131164542102)	(3.0, 0.20255154952452625)	(4.0, 0.08725854546677114)	(5.0, 0.045103409393612584)	(6.0, 0.02312066972356058)	(7.0, 0.014120677482174583)	(8.0, 0.009465509081457687)	(9.0, 0.006051718920931964)	(10.0, 0.0032586178805018265)	(11.0, 0.0013965505202150686)	(12.0, 0.0012413782401911719)	(13.0, 0.0026379287604062405)	(14.0, 0.0035689624405496195)	(15.0, 0.0049655129607646875)	(16.0, 0.011017231881696652)	(17.0, 0.016706882149239523)	(18.0, 0.013965505202150685)	(19.0, 0.017999984482771996)	(20.0, 0.02798273449764267)	(21.0, 0.04525858167363648)	(22.0, 0.06620683947686251)	(23.0, 0.0934137125743857)	(24.0, 0.12548265044599094)	(25.0, 0.16127572303816964)	(26.0, 0.22422394463453066)	(27.0, 0.3016031882731141)	(28.0, 0.3905169047268064)	(29.0, 0.5071547352114337)	(30.0, 0.6454132367127237)	(31.0, 0.7594648625302903)	(32.0, 0.9197061037016379)	(33.0, 1.1639989965525999)	(34.0, 1.4064298220432643)	(35.0, 1.6106365425546993)	(36.0, 1.8388949664698384)	(37.0, 2.110756801071686)	(38.0, 2.4209461888394266)	(39.0, 2.5917391450523932)	(40.0, 2.7248769613129165)	(41.0, 2.8316354899693756)	(42.0, 2.893652677885603)	(43.0, 2.9969456922881785)	(44.0, 3.0599973620712335)	(45.0, 3.191480007344837)	(46.0, 3.3494971125025144)	(47.0, 3.4501521981446923)	(48.0, 3.598496897847551)	(49.0, 3.719945069012949)	(50.0, 3.661910636284004)	(51.0, 3.5382383291049315)	(52.0, 3.347841941515586)	(53.0, 3.0866352701420143)	(54.0, 2.7778424328944378)	(55.0, 2.629239112724875)	(56.0, 2.404187582596878)	(57.0, 2.063791324317799)	(58.0, 1.823170842094091)	(59.0, 1.5991537938329334)	(60.0, 1.4146022287911868)	(61.0, 1.2256541158154257)	(62.0, 1.0011715507141836)	(63.0, 0.8166717097657675)	(64.0, 0.6607235683417497)	(65.0, 0.5555167624855484)	(66.0, 0.4680513206454126)	(67.0, 0.35798245001512935)	(68.0, 0.25655150297284257)	(69.0, 0.19391362593652936)	(70.0, 0.14110332663506314)	(71.0, 0.10241370481577168)	(72.0, 0.08353441074619762)	(73.0, 0.05632753764867444)	(74.0, 0.03356893657850294)	(75.0, 0.02518963345721253)	(76.0, 0.017586191736041604)	(77.0, 0.008379303121290411)	(78.0, 0.005275857520812481)	(79.0, 0.005431029800836378)	(80.0, 0.00403447928062131)	(81.0, 0.0023275842003584474)	(82.0, 0.0007758614001194826)	(83.0, 0.00015517228002389648)	(84.0, 0.00046551684007168953)	(85.0, 0.00031034456004779297)	(86.0, 0.00015517228002389648)	(87.0, 0.00031034456004779297)	(88.0, 0.00015517228002389648)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)																																																																																																					
SRR908430_2	(0.0, 3.7521404434461956)	(1.0, 1.5352780495252543)	(2.0, 0.5228592230977694)	(3.0, 0.20890452069935866)	(4.0, 0.0919878999116483)	(5.0, 0.05362894564849151)	(6.0, 0.03789901476359914)	(7.0, 0.02262902337826556)	(8.0, 0.018489567882241428)	(9.0, 0.015729930884891965)	(10.0, 0.013246257587277432)	(11.0, 0.01205041488842599)	(12.0, 0.009658729490723108)	(13.0, 0.008554874691783319)	(14.0, 0.010302644790104652)	(15.0, 0.009198789991164861)	(16.0, 0.0103946326900163)	(17.0, 0.01343023338710073)	(18.0, 0.02152516857932579)	(19.0, 0.032011789169253596)	(20.0, 0.04801768375388078)	(21.0, 0.07184254983099837)	(22.0, 0.09594337960784897)	(23.0, 0.12050414888425777)	(24.0, 0.155643526650508)	(25.0, 0.1894950738179986)	(26.0, 0.2287739070802771)	(27.0, 0.2740319538368134)	(28.0, 0.32204963759068594)	(29.0, 0.37089521244376034)	(30.0, 0.4363905971808393)	(31.0, 0.511360735608816)	(32.0, 0.5993931558242671)	(33.0, 0.7178735709105245)	(34.0, 0.8748049281598687)	(35.0, 1.0891367349541077)	(36.0, 1.3599491122938112)	(37.0, 1.7247731233430783)	(38.0, 2.2438608425440396)	(39.0, 2.8639512758495456)	(40.0, 3.5522967308896645)	(41.0, 4.282220716689925)	(42.0, 5.041212878859482)	(43.0, 5.679332940544268)	(44.0, 6.1495750848909045)	(45.0, 6.410912708538949)	(46.0, 6.3990462694503885)	(47.0, 6.145619605194719)	(48.0, 5.75163542987456)	(49.0, 5.216633803990358)	(50.0, 4.624139740661584)	(51.0, 3.9529040350056235)	(52.0, 3.327294327705363)	(53.0, 2.712631180494608)	(54.0, 2.1492052935350396)	(55.0, 1.6747317057911868)	(56.0, 1.3269254562255595)	(57.0, 1.0196858705207812)	(58.0, 0.7897161207415548)	(59.0, 0.6198144696046624)	(60.0, 0.47640533364239734)	(61.0, 0.38515333693006265)	(62.0, 0.3000645295118069)	(63.0, 0.24551570486419902)	(64.0, 0.18894314641852863)	(65.0, 0.15463165975147977)	(66.0, 0.12482758018010501)	(67.0, 0.10302644790104551)	(68.0, 0.08867633551482913)	(69.0, 0.07285441673002645)	(70.0, 0.05960815914274885)	(71.0, 0.048661599053262346)	(72.0, 0.04406220405767978)	(73.0, 0.033115643968193366)	(74.0, 0.028792212672345933)	(75.0, 0.02649251517455475)	(76.0, 0.025664624075349925)	(77.0, 0.01802962838268319)	(78.0, 0.01067059638975125)	(79.0, 0.008370898891960021)	(80.0, 0.00671511669355035)	(81.0, 0.0057032497945222185)	(82.0, 0.0037715038963775987)	(83.0, 0.003035600697084408)	(84.0, 0.00285162489726111)	(85.0, 0.002391685397702866)	(86.0, 0.0012878305987630819)	(87.0, 0.0009198789991164872)	(88.0, 0.001011866899028136)	(89.0, 0.0011038547989397846)	(90.0, 0.0007359031992931897)	(91.0, 0.00018397579982329742)	(92.0, 0.00045993949955824354)	(93.0, 0.00045993949955824354)	(94.0, 0.00036795159964659484)	(95.0, 0.00027596369973494615)	(96.0, 0.0)	(97.0, 9.198789991164871e-05)	(98.0, 0.00018397579982329742)	(99.0, 0.00018397579982329742)	(100.0, 0.0005519273994698923)	(0.0, 3.7521404434461956)	(1.0, 1.5352780495252543)	(2.0, 0.5228592230977694)	(3.0, 0.20890452069935866)	(4.0, 0.0919878999116483)	(5.0, 0.05362894564849151)	(6.0, 0.03789901476359914)	(7.0, 0.02262902337826556)	(8.0, 0.018489567882241428)	(9.0, 0.015729930884891965)	(10.0, 0.013246257587277432)	(11.0, 0.01205041488842599)	(12.0, 0.009658729490723108)	(13.0, 0.008554874691783319)	(14.0, 0.010302644790104652)	(15.0, 0.009198789991164861)	(16.0, 0.0103946326900163)	(17.0, 0.01343023338710073)	(18.0, 0.02152516857932579)	(19.0, 0.032011789169253596)	(20.0, 0.04801768375388078)	(21.0, 0.07184254983099837)	(22.0, 0.09594337960784897)	(23.0, 0.12050414888425777)	(24.0, 0.155643526650508)	(25.0, 0.1894950738179986)	(26.0, 0.2287739070802771)	(27.0, 0.2740319538368134)	(28.0, 0.32204963759068594)	(29.0, 0.37089521244376034)	(30.0, 0.4363905971808393)	(31.0, 0.511360735608816)	(32.0, 0.5993931558242671)	(33.0, 0.7178735709105245)	(34.0, 0.8748049281598687)	(35.0, 1.0891367349541077)	(36.0, 1.3599491122938112)	(37.0, 1.7247731233430783)	(38.0, 2.2438608425440396)	(39.0, 2.8639512758495456)	(40.0, 3.5522967308896645)	(41.0, 4.282220716689925)	(42.0, 5.041212878859482)	(43.0, 5.679332940544268)	(44.0, 6.1495750848909045)	(45.0, 6.410912708538949)	(46.0, 6.3990462694503885)	(47.0, 6.145619605194719)	(48.0, 5.75163542987456)	(49.0, 5.216633803990358)	(50.0, 4.624139740661584)	(51.0, 3.9529040350056235)	(52.0, 3.327294327705363)	(53.0, 2.712631180494608)	(54.0, 2.1492052935350396)	(55.0, 1.6747317057911868)	(56.0, 1.3269254562255595)	(57.0, 1.0196858705207812)	(58.0, 0.7897161207415548)	(59.0, 0.6198144696046624)	(60.0, 0.47640533364239734)	(61.0, 0.38515333693006265)	(62.0, 0.3000645295118069)	(63.0, 0.24551570486419902)	(64.0, 0.18894314641852863)	(65.0, 0.15463165975147977)	(66.0, 0.12482758018010501)	(67.0, 0.10302644790104551)	(68.0, 0.08867633551482913)	(69.0, 0.07285441673002645)	(70.0, 0.05960815914274885)	(71.0, 0.048661599053262346)	(72.0, 0.04406220405767978)	(73.0, 0.033115643968193366)	(74.0, 0.028792212672345933)	(75.0, 0.02649251517455475)	(76.0, 0.025664624075349925)	(77.0, 0.01802962838268319)	(78.0, 0.01067059638975125)	(79.0, 0.008370898891960021)	(80.0, 0.00671511669355035)	(81.0, 0.0057032497945222185)	(82.0, 0.0037715038963775987)	(83.0, 0.003035600697084408)	(84.0, 0.00285162489726111)	(85.0, 0.002391685397702866)	(86.0, 0.0012878305987630819)	(87.0, 0.0009198789991164872)	(88.0, 0.001011866899028136)	(89.0, 0.0011038547989397846)	(90.0, 0.0007359031992931897)	(91.0, 0.00018397579982329742)	(92.0, 0.00045993949955824354)	(93.0, 0.00045993949955824354)	(94.0, 0.00036795159964659484)	(95.0, 0.00027596369973494615)	(96.0, 0.0)	(97.0, 9.198789991164871e-05)	(98.0, 0.00018397579982329742)	(99.0, 0.00018397579982329742)	(100.0, 0.0005519273994698923)
SRR908430_2_paired	(0.0, 10.124407919608025)	(1.0, 5.646809993155714)	(2.0, 0.6776092924191474)	(3.0, 0.05322237514114803)	(4.0, 0.008598600997734223)	(5.0, 0.002372027861443923)	(6.0, 0.0019272726374231876)	(7.0, 0.0016307691547426974)	(8.0, 0.0017790208960829425)	(9.0, 0.0028167830854646586)	(10.0, 0.003261538309485395)	(11.0, 0.0028167830854646586)	(12.0, 0.002372027861443923)	(13.0, 0.0025202796027841683)	(14.0, 0.004595803981547601)	(15.0, 0.006374824877630544)	(16.0, 0.007857342291032996)	(17.0, 0.011563635824539125)	(18.0, 0.013095570485054995)	(19.0, 0.018086712443509918)	(20.0, 0.02890908956134781)	(21.0, 0.03780419404176252)	(22.0, 0.055495568508365116)	(23.0, 0.07975943684105193)	(24.0, 0.11380792010219488)	(25.0, 0.15882703222251593)	(26.0, 0.19806432643056765)	(27.0, 0.2748093111977016)	(28.0, 0.36321676628360067)	(29.0, 0.44618832418702364)	(30.0, 0.5585137268758154)	(31.0, 0.69950113289039)	(32.0, 0.8494824778796071)	(33.0, 1.0390964550537853)	(34.0, 1.2836129937709642)	(35.0, 1.5142432860492616)	(36.0, 1.7557453726925107)	(37.0, 2.032086618550719)	(38.0, 2.3037332259331476)	(39.0, 2.5066404425808297)	(40.0, 2.619163514258085)	(41.0, 2.7061872864248206)	(42.0, 2.8049229461574283)	(43.0, 2.8931327322548794)	(44.0, 2.971063730952746)	(45.0, 3.075185870620716)	(46.0, 3.241919662381377)	(47.0, 3.3888371380495643)	(48.0, 3.4649396986042267)	(49.0, 3.557498202447656)	(50.0, 3.601331300637257)	(51.0, 3.6252492482401526)	(52.0, 3.591793771944368)	(53.0, 3.3348735042017075)	(54.0, 2.9843569704262487)	(55.0, 2.677327614110597)	(56.0, 2.4019747131946456)	(57.0, 2.1441155177568483)	(58.0, 1.9261854579866895)	(59.0, 1.6939738138007545)	(60.0, 1.4803430545294622)	(61.0, 1.2874181217986906)	(62.0, 1.0761099731417276)	(63.0, 0.9120447127251888)	(64.0, 0.7925043919578376)	(65.0, 0.6636736287331643)	(66.0, 0.5315813271990059)	(67.0, 0.4311654810645464)	(68.0, 0.33386292149823227)	(69.0, 0.23898180704047525)	(70.0, 0.17315803388540638)	(71.0, 0.13342656720622068)	(72.0, 0.1095580368504412)	(73.0, 0.08909929654548737)	(74.0, 0.05692866867465416)	(75.0, 0.02935384478536855)	(76.0, 0.019569229856912364)	(77.0, 0.013490908461962313)	(78.0, 0.009339859704435448)	(79.0, 0.00711608358433177)	(80.0, 0.005188810946908582)	(81.0, 0.0038545452748463753)	(82.0, 0.0025202796027841683)	(83.0, 0.0011860139307219616)	(84.0, 0.0005930069653609808)	(85.0, 0.0002965034826804904)	(86.0, 0.00024708623556707527)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 9.883449422683014e-05)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)																																																																																																					
SRR908431_1	(0.0, 16.869179943586605)	(1.0, 3.3912494687078216)	(2.0, 1.171159567754258)	(3.0, 0.6662716863512437)	(4.0, 0.4648317255058587)	(5.0, 0.3411857137337369)	(6.0, 0.24175371260030323)	(7.0, 0.19332569132288038)	(8.0, 0.15223915199443488)	(9.0, 0.12274442626962605)	(10.0, 0.09672724462590802)	(11.0, 0.07637717185507749)	(12.0, 0.06517175203822775)	(13.0, 0.0515191715717212)	(14.0, 0.0435336999781044)	(15.0, 0.0498447984956402)	(16.0, 0.1378137839543537)	(17.0, 0.28103708092374524)	(18.0, 0.328692314627593)	(19.0, 0.3785371131232392)	(20.0, 0.38124186963075485)	(21.0, 0.3902577246558071)	(22.0, 0.421298025527764)	(23.0, 0.43456421220747926)	(24.0, 0.4471864092425481)	(25.0, 0.45916461663297065)	(26.0, 0.5061758606921558)	(27.0, 0.5587254156952997)	(28.0, 0.638708929560379)	(29.0, 0.7586198013935334)	(30.0, 0.9121469326773107)	(31.0, 1.151968676343783)	(32.0, 1.4371272909933908)	(33.0, 1.7718731082805448)	(34.0, 2.1793897554124904)	(35.0, 2.6188482889188744)	(36.0, 3.046199817105915)	(37.0, 3.5222369624291616)	(38.0, 3.9571875684242106)	(39.0, 4.208343529836809)	(40.0, 4.385698277972783)	(41.0, 4.434383895108148)	(42.0, 4.3376566504820655)	(43.0, 4.108653932845347)	(44.0, 3.8352159297279385)	(45.0, 3.52249455828702)	(46.0, 3.141767880371371)	(47.0, 2.769026674050306)	(48.0, 2.4168931363579103)	(49.0, 2.0945119202481566)	(50.0, 1.8105124869593006)	(51.0, 1.5068069705441756)	(52.0, 1.2198451848895568)	(53.0, 1.0187916178308225)	(54.0, 0.8471039785679828)	(55.0, 0.6985999665124915)	(56.0, 0.559369405339946)	(57.0, 0.4675364820133735)	(58.0, 0.37480197318428893)	(59.0, 0.2977808116845566)	(60.0, 0.2485800028335571)	(61.0, 0.21225898687548939)	(62.0, 0.18147628186138515)	(63.0, 0.14322329696938416)	(64.0, 0.10677348308239332)	(65.0, 0.08346105794618938)	(66.0, 0.06323978310428814)	(67.0, 0.050359990211357425)	(68.0, 0.04018495382594255)	(69.0, 0.026017181643719363)	(70.0, 0.021122860344405824)	(71.0, 0.015584549400445735)	(72.0, 0.010819026030061487)	(73.0, 0.009659844669697758)	(74.0, 0.005280715086101448)	(75.0, 0.0033487461521618917)	(76.0, 0.0021895647917981598)	(77.0, 0.0009015855025051249)	(78.0, 0.0012879792892930356)	(79.0, 0.00038639378678791066)	(80.0, 0.00038639378678791066)	(81.0, 0.00025759585785860707)	(82.0, 0.0005151917157172141)	(83.0, 0.00025759585785860707)	(84.0, 0.00012879792892930354)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.00012879792892930354)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.00012879792892930354)	(99.0, 0.00012879792892930354)	(100.0, 0.0)	(0.0, 16.869179943586605)	(1.0, 3.3912494687078216)	(2.0, 1.171159567754258)	(3.0, 0.6662716863512437)	(4.0, 0.4648317255058587)	(5.0, 0.3411857137337369)	(6.0, 0.24175371260030323)	(7.0, 0.19332569132288038)	(8.0, 0.15223915199443488)	(9.0, 0.12274442626962605)	(10.0, 0.09672724462590802)	(11.0, 0.07637717185507749)	(12.0, 0.06517175203822775)	(13.0, 0.0515191715717212)	(14.0, 0.0435336999781044)	(15.0, 0.0498447984956402)	(16.0, 0.1378137839543537)	(17.0, 0.28103708092374524)	(18.0, 0.328692314627593)	(19.0, 0.3785371131232392)	(20.0, 0.38124186963075485)	(21.0, 0.3902577246558071)	(22.0, 0.421298025527764)	(23.0, 0.43456421220747926)	(24.0, 0.4471864092425481)	(25.0, 0.45916461663297065)	(26.0, 0.5061758606921558)	(27.0, 0.5587254156952997)	(28.0, 0.638708929560379)	(29.0, 0.7586198013935334)	(30.0, 0.9121469326773107)	(31.0, 1.151968676343783)	(32.0, 1.4371272909933908)	(33.0, 1.7718731082805448)	(34.0, 2.1793897554124904)	(35.0, 2.6188482889188744)	(36.0, 3.046199817105915)	(37.0, 3.5222369624291616)	(38.0, 3.9571875684242106)	(39.0, 4.208343529836809)	(40.0, 4.385698277972783)	(41.0, 4.434383895108148)	(42.0, 4.3376566504820655)	(43.0, 4.108653932845347)	(44.0, 3.8352159297279385)	(45.0, 3.52249455828702)	(46.0, 3.141767880371371)	(47.0, 2.769026674050306)	(48.0, 2.4168931363579103)	(49.0, 2.0945119202481566)	(50.0, 1.8105124869593006)	(51.0, 1.5068069705441756)	(52.0, 1.2198451848895568)	(53.0, 1.0187916178308225)	(54.0, 0.8471039785679828)	(55.0, 0.6985999665124915)	(56.0, 0.559369405339946)	(57.0, 0.4675364820133735)	(58.0, 0.37480197318428893)	(59.0, 0.2977808116845566)	(60.0, 0.2485800028335571)	(61.0, 0.21225898687548939)	(62.0, 0.18147628186138515)	(63.0, 0.14322329696938416)	(64.0, 0.10677348308239332)	(65.0, 0.08346105794618938)	(66.0, 0.06323978310428814)	(67.0, 0.050359990211357425)	(68.0, 0.04018495382594255)	(69.0, 0.026017181643719363)	(70.0, 0.021122860344405824)	(71.0, 0.015584549400445735)	(72.0, 0.010819026030061487)	(73.0, 0.009659844669697758)	(74.0, 0.005280715086101448)	(75.0, 0.0033487461521618917)	(76.0, 0.0021895647917981598)	(77.0, 0.0009015855025051249)	(78.0, 0.0012879792892930356)	(79.0, 0.00038639378678791066)	(80.0, 0.00038639378678791066)	(81.0, 0.00025759585785860707)	(82.0, 0.0005151917157172141)	(83.0, 0.00025759585785860707)	(84.0, 0.00012879792892930354)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.00012879792892930354)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.00012879792892930354)	(99.0, 0.00012879792892930354)	(100.0, 0.0)
