Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR908430_1	(0.0, 4.1682768239138674)	(1.0, 0.942926508201016)	(2.0, 0.328034515015965)	(3.0, 0.18617179299277353)	(4.0, 0.11588526253582544)	(5.0, 0.08106441258468061)	(6.0, 0.056837207459941086)	(7.0, 0.04559873207888281)	(8.0, 0.03730805351908571)	(9.0, 0.028925256308624483)	(10.0, 0.02395084917274644)	(11.0, 0.019989747194176885)	(12.0, 0.013172967045010581)	(13.0, 0.012896611093017351)	(14.0, 0.013080848394346171)	(15.0, 0.023674493220753212)	(16.0, 0.13044000934080133)	(17.0, 0.2701840023987246)	(18.0, 0.3418523126156232)	(19.0, 0.3873589260438312)	(20.0, 0.39592596055561935)	(21.0, 0.4110334192645791)	(22.0, 0.4061511307793665)	(23.0, 0.41895562322171653)	(24.0, 0.4416168112851561)	(25.0, 0.4831623227347954)	(26.0, 0.5139299520567011)	(27.0, 0.5559360567596624)	(28.0, 0.6395797915629774)	(29.0, 0.7549123421948706)	(30.0, 0.9045130308739397)	(31.0, 1.1036735536104836)	(32.0, 1.394584252408463)	(33.0, 1.7568869054712561)	(34.0, 2.2155456671289344)	(35.0, 2.715749940237456)	(36.0, 3.258605148603809)	(37.0, 3.840979258105265)	(38.0, 4.381623618855668)	(39.0, 4.8503233134352755)	(40.0, 5.182687405031257)	(41.0, 5.306494871523772)	(42.0, 5.32114173697936)	(43.0, 5.235379273211107)	(44.0, 5.016321121931938)	(45.0, 4.74392627191827)	(46.0, 4.419392265628145)	(47.0, 4.012043592389385)	(48.0, 3.6049712751026184)	(49.0, 3.262474131931721)	(50.0, 2.8418603729972616)	(51.0, 2.3832016113383325)	(52.0, 1.950796665119662)	(53.0, 1.6343691000877032)	(54.0, 1.3214420437809884)	(55.0, 1.06820787310467)	(56.0, 0.8743902321066641)	(57.0, 0.7129983561425451)	(58.0, 0.5461714797892372)	(59.0, 0.43480003113599136)	(60.0, 0.34820849951146604)	(61.0, 0.26502535796151705)	(62.0, 0.2108595913708381)	(63.0, 0.15899679104676964)	(64.0, 0.11763551689844912)	(65.0, 0.08760483678185331)	(66.0, 0.06779932688900614)	(67.0, 0.051310088420076366)	(68.0, 0.03712381621775689)	(69.0, 0.03067551067124824)	(70.0, 0.022384832111451498)	(71.0, 0.013909916250325862)	(72.0, 0.010685763477071506)	(73.0, 0.008474915861125667)	(74.0, 0.0064483055465086635)	(75.0, 0.005158644437206935)	(76.0, 0.0030399154719255154)	(77.0, 0.0025793222186034667)	(78.0, 0.0019344916639526)	(79.0, 0.0014738984106305523)	(80.0, 0.0011054238079729146)	(81.0, 0.0010133051573085051)	(82.0, 0.0004605932533220477)	(83.0, 0.0004605932533220477)	(84.0, 0.0001842373013288191)	(85.0, 0.0001842373013288191)	(86.0, 0.0001842373013288191)	(87.0, 0.0001842373013288191)	(88.0, 0.0001842373013288191)	(89.0, 9.211865066440955e-05)	(90.0, 9.211865066440955e-05)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.00013817797599661433)
SRR908430_2	(0.0, 3.7521404434461956)	(1.0, 1.5352780495252543)	(2.0, 0.5228592230977694)	(3.0, 0.20890452069935866)	(4.0, 0.0919878999116483)	(5.0, 0.05362894564849151)	(6.0, 0.03789901476359914)	(7.0, 0.02262902337826556)	(8.0, 0.018489567882241428)	(9.0, 0.015729930884891965)	(10.0, 0.013246257587277432)	(11.0, 0.01205041488842599)	(12.0, 0.009658729490723108)	(13.0, 0.008554874691783319)	(14.0, 0.010302644790104652)	(15.0, 0.009198789991164861)	(16.0, 0.0103946326900163)	(17.0, 0.01343023338710073)	(18.0, 0.02152516857932579)	(19.0, 0.032011789169253596)	(20.0, 0.04801768375388078)	(21.0, 0.07184254983099837)	(22.0, 0.09594337960784897)	(23.0, 0.12050414888425777)	(24.0, 0.155643526650508)	(25.0, 0.1894950738179986)	(26.0, 0.2287739070802771)	(27.0, 0.2740319538368134)	(28.0, 0.32204963759068594)	(29.0, 0.37089521244376034)	(30.0, 0.4363905971808393)	(31.0, 0.511360735608816)	(32.0, 0.5993931558242671)	(33.0, 0.7178735709105245)	(34.0, 0.8748049281598687)	(35.0, 1.0891367349541077)	(36.0, 1.3599491122938112)	(37.0, 1.7247731233430783)	(38.0, 2.2438608425440396)	(39.0, 2.8639512758495456)	(40.0, 3.5522967308896645)	(41.0, 4.282220716689925)	(42.0, 5.041212878859482)	(43.0, 5.679332940544268)	(44.0, 6.1495750848909045)	(45.0, 6.410912708538949)	(46.0, 6.3990462694503885)	(47.0, 6.145619605194719)	(48.0, 5.75163542987456)	(49.0, 5.216633803990358)	(50.0, 4.624139740661584)	(51.0, 3.9529040350056235)	(52.0, 3.327294327705363)	(53.0, 2.712631180494608)	(54.0, 2.1492052935350396)	(55.0, 1.6747317057911868)	(56.0, 1.3269254562255595)	(57.0, 1.0196858705207812)	(58.0, 0.7897161207415548)	(59.0, 0.6198144696046624)	(60.0, 0.47640533364239734)	(61.0, 0.38515333693006265)	(62.0, 0.3000645295118069)	(63.0, 0.24551570486419902)	(64.0, 0.18894314641852863)	(65.0, 0.15463165975147977)	(66.0, 0.12482758018010501)	(67.0, 0.10302644790104551)	(68.0, 0.08867633551482913)	(69.0, 0.07285441673002645)	(70.0, 0.05960815914274885)	(71.0, 0.048661599053262346)	(72.0, 0.04406220405767978)	(73.0, 0.033115643968193366)	(74.0, 0.028792212672345933)	(75.0, 0.02649251517455475)	(76.0, 0.025664624075349925)	(77.0, 0.01802962838268319)	(78.0, 0.01067059638975125)	(79.0, 0.008370898891960021)	(80.0, 0.00671511669355035)	(81.0, 0.0057032497945222185)	(82.0, 0.0037715038963775987)	(83.0, 0.003035600697084408)	(84.0, 0.00285162489726111)	(85.0, 0.002391685397702866)	(86.0, 0.0012878305987630819)	(87.0, 0.0009198789991164872)	(88.0, 0.001011866899028136)	(89.0, 0.0011038547989397846)	(90.0, 0.0007359031992931897)	(91.0, 0.00018397579982329742)	(92.0, 0.00045993949955824354)	(93.0, 0.00045993949955824354)	(94.0, 0.00036795159964659484)	(95.0, 0.00027596369973494615)	(96.0, 0.0)	(97.0, 9.198789991164871e-05)	(98.0, 0.00018397579982329742)	(99.0, 0.00018397579982329742)	(100.0, 0.0005519273994698923)
SRR908431_1	(0.0, 16.869179943586605)	(1.0, 3.3912494687078216)	(2.0, 1.171159567754258)	(3.0, 0.6662716863512437)	(4.0, 0.4648317255058587)	(5.0, 0.3411857137337369)	(6.0, 0.24175371260030323)	(7.0, 0.19332569132288038)	(8.0, 0.15223915199443488)	(9.0, 0.12274442626962605)	(10.0, 0.09672724462590802)	(11.0, 0.07637717185507749)	(12.0, 0.06517175203822775)	(13.0, 0.0515191715717212)	(14.0, 0.0435336999781044)	(15.0, 0.0498447984956402)	(16.0, 0.1378137839543537)	(17.0, 0.28103708092374524)	(18.0, 0.328692314627593)	(19.0, 0.3785371131232392)	(20.0, 0.38124186963075485)	(21.0, 0.3902577246558071)	(22.0, 0.421298025527764)	(23.0, 0.43456421220747926)	(24.0, 0.4471864092425481)	(25.0, 0.45916461663297065)	(26.0, 0.5061758606921558)	(27.0, 0.5587254156952997)	(28.0, 0.638708929560379)	(29.0, 0.7586198013935334)	(30.0, 0.9121469326773107)	(31.0, 1.151968676343783)	(32.0, 1.4371272909933908)	(33.0, 1.7718731082805448)	(34.0, 2.1793897554124904)	(35.0, 2.6188482889188744)	(36.0, 3.046199817105915)	(37.0, 3.5222369624291616)	(38.0, 3.9571875684242106)	(39.0, 4.208343529836809)	(40.0, 4.385698277972783)	(41.0, 4.434383895108148)	(42.0, 4.3376566504820655)	(43.0, 4.108653932845347)	(44.0, 3.8352159297279385)	(45.0, 3.52249455828702)	(46.0, 3.141767880371371)	(47.0, 2.769026674050306)	(48.0, 2.4168931363579103)	(49.0, 2.0945119202481566)	(50.0, 1.8105124869593006)	(51.0, 1.5068069705441756)	(52.0, 1.2198451848895568)	(53.0, 1.0187916178308225)	(54.0, 0.8471039785679828)	(55.0, 0.6985999665124915)	(56.0, 0.559369405339946)	(57.0, 0.4675364820133735)	(58.0, 0.37480197318428893)	(59.0, 0.2977808116845566)	(60.0, 0.2485800028335571)	(61.0, 0.21225898687548939)	(62.0, 0.18147628186138515)	(63.0, 0.14322329696938416)	(64.0, 0.10677348308239332)	(65.0, 0.08346105794618938)	(66.0, 0.06323978310428814)	(67.0, 0.050359990211357425)	(68.0, 0.04018495382594255)	(69.0, 0.026017181643719363)	(70.0, 0.021122860344405824)	(71.0, 0.015584549400445735)	(72.0, 0.010819026030061487)	(73.0, 0.009659844669697758)	(74.0, 0.005280715086101448)	(75.0, 0.0033487461521618917)	(76.0, 0.0021895647917981598)	(77.0, 0.0009015855025051249)	(78.0, 0.0012879792892930356)	(79.0, 0.00038639378678791066)	(80.0, 0.00038639378678791066)	(81.0, 0.00025759585785860707)	(82.0, 0.0005151917157172141)	(83.0, 0.00025759585785860707)	(84.0, 0.00012879792892930354)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.00012879792892930354)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.00012879792892930354)	(99.0, 0.00012879792892930354)	(100.0, 0.0)
SRR908431_2	(0.0, 14.372943786574432)	(1.0, 5.822156949151304)	(2.0, 2.0798246044763506)	(3.0, 0.9471256216865623)	(4.0, 0.469353930488357)	(5.0, 0.26643488064950827)	(6.0, 0.17422213832801187)	(7.0, 0.12371557406894154)	(8.0, 0.09718687365003587)	(9.0, 0.07767297382266612)	(10.0, 0.06275057983703043)	(11.0, 0.04935868779863944)	(12.0, 0.04208880354922747)	(13.0, 0.040303217944108745)	(14.0, 0.03698713039174541)	(15.0, 0.03316087552363385)	(16.0, 0.032140540892137436)	(17.0, 0.03239562455001154)	(18.0, 0.03545662844450079)	(19.0, 0.04489472378584261)	(20.0, 0.05981711777147813)	(21.0, 0.07346409346774323)	(22.0, 0.09910000108409162)	(23.0, 0.130475291002605)	(24.0, 0.15866203519769223)	(25.0, 0.1927157035238836)	(26.0, 0.23493204890205252)	(27.0, 0.28071956549045995)	(28.0, 0.31821686319795794)	(29.0, 0.3706365548910929)	(30.0, 0.4398917680039044)	(31.0, 0.5134834033005675)	(32.0, 0.5860547039657344)	(33.0, 0.6951029677068904)	(34.0, 0.8356540631955268)	(35.0, 1.02007954783859)	(36.0, 1.2467213778598374)	(37.0, 1.5931249852529967)	(38.0, 2.0567395334387646)	(39.0, 2.5547903754375056)	(40.0, 3.1747712059000683)	(41.0, 3.8068685101132553)	(42.0, 4.430548053616581)	(43.0, 4.9024528206845375)	(44.0, 5.202686286002908)	(45.0, 5.293113442719443)	(46.0, 5.169780494137088)	(47.0, 4.873373283686837)	(48.0, 4.399555389184822)	(49.0, 3.879822436265383)	(50.0, 3.3233574366120058)	(51.0, 2.7841105838661195)	(52.0, 2.258255623159126)	(53.0, 1.7834173940269076)	(54.0, 1.3759212505731313)	(55.0, 1.0820648767020264)	(56.0, 0.8212418365256333)	(57.0, 0.6328625551856224)	(58.0, 0.49409704530213977)	(59.0, 0.396144920678505)	(60.0, 0.2983203378837753)	(61.0, 0.24143668217784298)	(62.0, 0.19705212570774333)	(63.0, 0.16427387567092225)	(64.0, 0.1382553425677648)	(65.0, 0.11249189312248148)	(66.0, 0.08596319270357483)	(67.0, 0.07333655163880617)	(68.0, 0.05905186679785577)	(69.0, 0.05139935706163235)	(70.0, 0.03992059245729759)	(71.0, 0.033033333694696805)	(72.0, 0.027549035050403577)	(73.0, 0.018748648853746892)	(74.0, 0.016197812275005805)	(75.0, 0.013391892038390607)	(76.0, 0.008800386196656686)	(77.0, 0.007652509736223209)	(78.0, 0.0059944659600415185)	(79.0, 0.004974131328545089)	(80.0, 0.002805920236615176)	(81.0, 0.0021682110919299087)	(82.0, 0.0017855856051187489)	(83.0, 0.0014029601183075887)	(84.0, 0.0016580437761816956)	(85.0, 0.0014029601183075887)	(86.0, 0.0015305019472446422)	(87.0, 0.000510167315748214)	(88.0, 0.000255083657874107)	(89.0, 0.00038262548681116055)	(90.0, 0.000255083657874107)	(91.0, 0.0001275418289370535)	(92.0, 0.000255083657874107)	(93.0, 0.00038262548681116055)	(94.0, 0.0007652509736223209)	(95.0, 0.0007652509736223209)	(96.0, 0.0001275418289370535)	(97.0, 0.0001275418289370535)	(98.0, 0.0001275418289370535)	(99.0, 0.0001275418289370535)	(100.0, 0.00019131274340558027)
SRR908432_1	(0.0, 3.2234899541006405)	(1.0, 0.9680763373255562)	(2.0, 0.38547982755533017)	(3.0, 0.21932472947112655)	(4.0, 0.15302479277217068)	(5.0, 0.10244880194069148)	(6.0, 0.07375665329590862)	(7.0, 0.057222194754847515)	(8.0, 0.04311927423453112)	(9.0, 0.037283582984745024)	(10.0, 0.02853004611006583)	(11.0, 0.01847968895765623)	(12.0, 0.018641791492372512)	(13.0, 0.017020766145209674)	(14.0, 0.014913433193897992)	(15.0, 0.02301855992971218)	(16.0, 0.12773679735643204)	(17.0, 0.32939235054349)	(18.0, 0.44740299581695725)	(19.0, 0.5219701617864475)	(20.0, 0.5610368726530628)	(21.0, 0.5913500466450008)	(22.0, 0.5913500466450008)	(23.0, 0.5976720454989344)	(24.0, 0.6497069591428494)	(25.0, 0.6822895686208147)	(26.0, 0.7210320744179974)	(27.0, 0.7750122184785073)	(28.0, 0.859143433996239)	(29.0, 0.9959579732967506)	(30.0, 1.2006934746435087)	(31.0, 1.4474135324818032)	(32.0, 1.783776292018243)	(33.0, 2.255818873111913)	(34.0, 2.752014731878003)	(35.0, 3.3028391448434307)	(36.0, 3.9142899057926934)	(37.0, 4.509206208202343)	(38.0, 5.002322118810172)	(39.0, 5.374671641054151)	(40.0, 5.54098884167336)	(41.0, 5.621229596358066)	(42.0, 5.455074498273573)	(43.0, 5.209651260712675)	(44.0, 4.880745217772739)	(45.0, 4.371743258762685)	(46.0, 3.8873808850298146)	(47.0, 3.364600210570278)	(48.0, 2.8620823529502593)	(49.0, 2.4349421739732424)	(50.0, 2.041681424751898)	(51.0, 1.7043460500072283)	(52.0, 1.4148309230038156)	(53.0, 1.1583847130825398)	(54.0, 0.9482998280901742)	(55.0, 0.7884667288599557)	(56.0, 0.6417639349417532)	(57.0, 0.5034904728287954)	(58.0, 0.40606684946430044)	(59.0, 0.3280955302657596)	(60.0, 0.2561220048517218)	(61.0, 0.19095678589577872)	(62.0, 0.1556184333276311)	(63.0, 0.11703803006515734)	(64.0, 0.0983962385727843)	(65.0, 0.06694834683782455)	(66.0, 0.04652342746357301)	(67.0, 0.0333931221515543)	(68.0, 0.025450097950456437)	(69.0, 0.018317586422939947)	(70.0, 0.016048150936911972)	(71.0, 0.010860869825990938)	(72.0, 0.006321998853935029)	(73.0, 0.0035662557637582185)	(74.0, 0.0035662557637582185)	(75.0, 0.0035662557637582185)	(76.0, 0.0008105126735814137)	(77.0, 0.0003242050694325655)	(78.0, 0.001134717743013979)	(79.0, 0.001296820277730262)	(80.0, 0.0003242050694325655)	(81.0, 0.0)	(82.0, 0.00016210253471628274)	(83.0, 0.00016210253471628274)	(84.0, 0.00016210253471628274)	(85.0, 0.0)	(86.0, 0.00016210253471628274)	(87.0, 0.0)	(88.0, 0.0003242050694325655)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.00016210253471628274)	(93.0, 0.0003242050694325655)	(94.0, 0.00016210253471628274)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR908432_2	(0.0, 2.928388581266169)	(1.0, 1.3809016799296605)	(2.0, 0.5567943145814089)	(3.0, 0.2545299206150901)	(4.0, 0.12880217216123174)	(5.0, 0.07119718059163489)	(6.0, 0.04854353222156915)	(7.0, 0.03478953142545804)	(8.0, 0.022977271918209505)	(9.0, 0.02184458949970621)	(10.0, 0.01634298918126165)	(11.0, 0.012297694829464214)	(12.0, 0.011165012410960936)	(13.0, 0.011974071281320421)	(14.0, 0.011650447733176627)	(15.0, 0.009708706444313861)	(16.0, 0.011326824185032832)	(17.0, 0.01472487144054267)	(18.0, 0.024433577884856592)	(19.0, 0.03414228432917046)	(20.0, 0.055501438506660644)	(21.0, 0.08268581655073995)	(22.0, 0.1213588305539246)	(23.0, 0.15663379730159657)	(24.0, 0.2122970475823262)	(25.0, 0.2674748625408434)	(26.0, 0.31035498266990114)	(27.0, 0.3669891035950718)	(28.0, 0.42653583645353693)	(29.0, 0.488186122374937)	(30.0, 0.5809042689181162)	(31.0, 0.6554994967652441)	(32.0, 0.7328455247715937)	(33.0, 0.8648839324142322)	(34.0, 1.023135847456532)	(35.0, 1.2181190352132574)	(36.0, 1.4990242750021996)	(37.0, 1.8849453561638512)	(38.0, 2.418924210600769)	(39.0, 3.045459399806587)	(40.0, 3.8247449037361374)	(41.0, 4.688657965507156)	(42.0, 5.550305662441579)	(43.0, 6.396743052613216)	(44.0, 6.915187976740518)	(45.0, 7.100786081601323)	(46.0, 6.972954780084291)	(47.0, 6.602729441007115)	(48.0, 5.906291565400402)	(49.0, 5.12231352002063)	(50.0, 4.241086598423473)	(51.0, 3.4469144112786)	(52.0, 2.658082012678816)	(53.0, 2.069734402153931)	(54.0, 1.5647198552754198)	(55.0, 1.1694136912175939)	(56.0, 0.8783143096621966)	(57.0, 0.670709803527999)	(58.0, 0.49223141672673487)	(59.0, 0.3571185853766849)	(60.0, 0.2843032870443227)	(61.0, 0.2156950948378359)	(62.0, 0.16682793906812554)	(63.0, 0.12847854861308797)	(64.0, 0.10453040605044676)	(65.0, 0.0857602402581061)	(66.0, 0.07313892188049773)	(67.0, 0.05841405043995476)	(68.0, 0.043041931903124706)	(69.0, 0.03656946094024889)	(70.0, 0.03333322545881098)	(71.0, 0.027184378044078875)	(72.0, 0.021035530629346717)	(73.0, 0.01537211853683026)	(74.0, 0.009870518218385759)	(75.0, 0.010517765314673348)	(76.0, 0.006957906285091606)	(77.0, 0.005663412092516422)	(78.0, 0.005177976770300727)	(79.0, 0.0038834825777255434)	(80.0, 0.0035598590295817484)	(81.0, 0.00210355306293467)	(82.0, 0.0011326824185032838)	(83.0, 0.0009708706444313862)	(84.0, 0.0006472470962875908)	(85.0, 0.0012944941925751817)	(86.0, 0.0008090588703594885)	(87.0, 0.0006472470962875908)	(88.0, 0.0)	(89.0, 0.0003236235481437954)	(90.0, 0.0003236235481437954)	(91.0, 0.0012944941925751817)	(92.0, 0.0012944941925751817)	(93.0, 0.0003236235481437954)	(94.0, 0.0006472470962875908)	(95.0, 0.0006472470962875908)	(96.0, 0.0001618117740718977)	(97.0, 0.0001618117740718977)	(98.0, 0.0)	(99.0, 0.0003236235481437954)	(100.0, 0.00024271766110784654)
SRR908433_1	(0.0, 2.568042484050559)	(1.0, 0.8817101595229347)	(2.0, 0.2987484232001374)	(3.0, 0.1445724341637526)	(4.0, 0.09006577137310891)	(5.0, 0.0638506621261812)	(6.0, 0.04620088560349713)	(7.0, 0.03893333056474473)	(8.0, 0.025695998172731452)	(9.0, 0.023619553875945075)	(10.0, 0.02232177619045359)	(11.0, 0.01635199883719276)	(12.0, 0.01167999916942341)	(13.0, 0.014794665614602976)	(14.0, 0.013496887929111492)	(15.0, 0.026993775858222952)	(16.0, 0.14223643432986785)	(17.0, 0.3340479762455039)	(18.0, 0.46668085570273815)	(19.0, 0.5707626260791674)	(20.0, 0.6128106230890965)	(21.0, 0.6237119556472261)	(22.0, 0.6169635116826696)	(23.0, 0.6416212877070108)	(24.0, 0.6686150635652368)	(25.0, 0.7158541713171324)	(26.0, 0.7467412802318334)	(27.0, 0.7960568322805155)	(28.0, 0.9196052679392777)	(29.0, 1.007075483941384)	(30.0, 1.2289954681603783)	(31.0, 1.506719892855494)	(32.0, 1.8763269776835778)	(33.0, 2.3121207244718183)	(34.0, 2.76244958133757)	(35.0, 3.3942077586348347)	(36.0, 3.992483271645867)	(37.0, 4.5910183401939975)	(38.0, 5.126221857690201)	(39.0, 5.533204939859962)	(40.0, 5.746559591354568)	(41.0, 5.755644035153001)	(42.0, 5.524380051598627)	(43.0, 5.261450292518291)	(44.0, 4.8461614331613925)	(45.0, 4.448003239252966)	(46.0, 3.8782788353227198)	(47.0, 3.3487855396426736)	(48.0, 2.8522557971736218)	(49.0, 2.3946593852691147)	(50.0, 1.999096746731129)	(51.0, 1.6331234394223622)	(52.0, 1.3582541256353011)	(53.0, 1.126471031006574)	(54.0, 0.8967643806746325)	(55.0, 0.7459626136205383)	(56.0, 0.5829617363227888)	(57.0, 0.46694041123983643)	(58.0, 0.40412797126204125)	(59.0, 0.3083519780727739)	(60.0, 0.240607982890122)	(61.0, 0.18142932043171195)	(62.0, 0.13704532358790175)	(63.0, 0.10304354822802375)	(64.0, 0.0770879945181942)	(65.0, 0.06359110658908292)	(66.0, 0.03945244163894134)	(67.0, 0.02751288693241955)	(68.0, 0.02232177619045359)	(69.0, 0.01609244330009446)	(70.0, 0.01167999916942341)	(71.0, 0.007007999501654041)	(72.0, 0.006488888427457444)	(73.0, 0.0059697773532608476)	(74.0, 0.0036337775193761696)	(75.0, 0.001297777685491489)	(76.0, 0.0002595555370982978)	(77.0, 0.0005191110741965956)	(78.0, 0.0002595555370982978)	(79.0, 0.0005191110741965956)	(80.0, 0.0002595555370982978)	(81.0, 0.0002595555370982978)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0002595555370982978)	(85.0, 0.0002595555370982978)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0002595555370982978)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0002595555370982978)	(93.0, 0.0002595555370982978)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0002595555370982978)	(97.0, 0.0002595555370982978)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR908433_2	(0.0, 2.4780550445892158)	(1.0, 1.119739650822546)	(2.0, 0.40414187166104437)	(3.0, 0.17372145796577115)	(4.0, 0.07637530566304303)	(5.0, 0.04401288800921148)	(6.0, 0.026148833464296143)	(7.0, 0.021229745980913702)	(8.0, 0.013980564426455382)	(9.0, 0.012427168379071455)	(10.0, 0.013203866402763418)	(11.0, 0.009838174966764899)	(12.0, 0.009579275625534244)	(13.0, 0.009579275625534244)	(14.0, 0.008543678260611622)	(15.0, 0.008284778919380967)	(16.0, 0.010097074307995557)	(17.0, 0.017605155203684542)	(18.0, 0.029255625559064025)	(19.0, 0.04401288800921148)	(20.0, 0.061359143871665245)	(21.0, 0.09268596416057406)	(22.0, 0.13799334887593973)	(23.0, 0.17449815598946314)	(24.0, 0.23818739393220278)	(25.0, 0.28841386613094705)	(26.0, 0.3500319093438395)	(27.0, 0.4005172808838148)	(28.0, 0.4535916458361051)	(29.0, 0.5478310060440743)	(30.0, 0.6273131038018945)	(31.0, 0.7363097264600127)	(32.0, 0.8473775438479585)	(33.0, 0.9848530940414052)	(34.0, 1.1777331032581995)	(35.0, 1.4001276373752818)	(36.0, 1.7133958402643867)	(37.0, 2.1159843158782388)	(38.0, 2.7350126407610165)	(39.0, 3.3698338254586147)	(40.0, 4.234816524509447)	(41.0, 5.24814854608531)	(42.0, 6.110542251723838)	(43.0, 6.744586738398177)	(44.0, 7.2719646964859805)	(45.0, 7.337725129158687)	(46.0, 7.063809626136155)	(47.0, 6.459020765020244)	(48.0, 5.67403796240935)	(49.0, 4.747437220145678)	(50.0, 3.9000596762985147)	(51.0, 3.0469863469440983)	(52.0, 2.3124889158723954)	(53.0, 1.7403213717523873)	(54.0, 1.3051115791436527)	(55.0, 0.9641411467429575)	(56.0, 0.7091252956307909)	(57.0, 0.49889903055147494)	(58.0, 0.3813587296327469)	(59.0, 0.29669864505032756)	(60.0, 0.21229745980913872)	(61.0, 0.15171501396116485)	(62.0, 0.13488655678117178)	(63.0, 0.11003222002302818)	(64.0, 0.07559860763935107)	(65.0, 0.05566335836459091)	(66.0, 0.048414176810132645)	(67.0, 0.03779930381967571)	(68.0, 0.025889934123065485)	(69.0, 0.021229745980913702)	(70.0, 0.016569557838761923)	(71.0, 0.015016161791377998)	(72.0, 0.011909369696610146)	(73.0, 0.010614872990456867)	(74.0, 0.00802587957815031)	(75.0, 0.0041423894596904825)	(76.0, 0.005177986824613102)	(77.0, 0.004401288800921136)	(78.0, 0.003624590777229172)	(79.0, 0.0033656914359985173)	(80.0, 0.0020711947298452413)	(81.0, 0.002588993412306552)	(82.0, 0.0012944967061532758)	(83.0, 0.0012944967061532758)	(84.0, 0.0007766980236919654)	(85.0, 0.0010355973649226206)	(86.0, 0.00025889934123065516)	(87.0, 0.0005177986824613103)	(88.0, 0.00025889934123065516)	(89.0, 0.0005177986824613103)	(90.0, 0.0007766980236919654)	(91.0, 0.00025889934123065516)	(92.0, 0.00025889934123065516)	(93.0, 0.0)	(94.0, 0.00025889934123065516)	(95.0, 0.00025889934123065516)	(96.0, 0.0005177986824613103)	(97.0, 0.0005177986824613103)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
