stage	tool	sample	wallclock_sec	peak_rss_mb	exit_code	output_valid	key_metric	notes_placeholder
biological_filtering_pacbio	poplars	all_subset	9.61		0	1	9527 result rows	(see ease_of_use_notes.md)
biological_filtering_pacbio	hivseqinr	all_subset	0.10		1	0	n/a	(see ease_of_use_notes.md)
biological_filtering_pacbio	hivintact	all_subset	135.44		0	1	0 intact, 5 non-intact	(see ease_of_use_notes.md)
